timestamp,x_position,y_position,fixation_duration,saccade_amplitude,pupil_size
2024-11-04 09:06:34.027874,855.7908880764224,3.6275009301300765,4.908858292158505,1.0378764269491352,3.6481940163686675
2024-11-04 09:06:34.028938,380.0491676381155,429.5550614941555,0.9142507495154039,0.8935864132713685,3.3993060578877867
2024-11-04 09:06:34.029942,1413.1902462819573,1035.3915531864086,0.7418486850998017,0.6122825276271252,3.6347876990516443
2024-11-04 09:06:34.030945,789.2292452779218,722.0564173875969,3.832635220378815,0.9203015305597031,2.7431077562039095
2024-11-04 09:06:34.031948,1258.8602322726258,126.5183975629085,4.863770622681391,1.0398808319082729,2.801848166604375
2024-11-04 09:06:34.032951,542.0352658941875,456.54981328830655,2.5892881590336865,2.3063700615428386,3.290773875501262
2024-11-04 09:06:34.033954,1358.8066358904875,314.0992457181489,3.266328865948672,1.021015222943066,4.092610213671339
2024-11-04 09:06:34.034956,901.9414386423737,781.6015204420764,0.9772814637221735,1.1297058369470074,2.0048298829486
2024-11-04 09:06:34.035959,182.26707737836995,432.4140018967446,3.094055207816604,0.8553254255251183,2.677383471449663
2024-11-04 09:06:34.036962,1773.5073904132666,515.8436905268894,3.329205833051256,1.262490659998823,2.6127217937092775
2024-11-04 09:06:34.037964,120.18968131746057,856.8974384205388,2.0862549945337108,0.33175857587610397,2.1976993799342663
2024-11-04 09:06:34.038967,1170.6330511661465,596.9523618779743,2.7581856833597236,3.738318509329033,2.631726023583151
2024-11-04 09:06:34.039970,1468.1142288412661,990.6458004628214,3.0745074878760192,1.2991164169733167,2.648208306192176
2024-11-04 09:06:34.040972,855.7689118659248,135.7361389234216,1.157849716067899,2.4477696919707723,3.4028857617599924
2024-11-04 09:06:34.041975,1324.0407418401478,872.4545016931555,3.938547809239789,1.2599695111801077,3.7898691352221414
2024-11-04 09:06:34.042978,58.14431286345055,804.767399979534,2.6460544021670938,1.7082817277384206,2.4607821582468974
2024-11-04 09:06:34.043981,822.3006477928944,404.9274659870675,6.856563171770094,0.8350448842404569,3.768397574076887
2024-11-04 09:06:34.044983,1469.8262692749172,542.4220640044292,4.762127390194569,1.194422308081622,2.5808613355090237
2024-11-04 09:06:34.045986,1445.8918530659728,340.6621853692472,3.011369475668214,1.2933857018387094,2.978559331548353
